,id,question,label,group,prediction,correct
115,SP-46_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A boy had just finished getting ready for his prom, shaving, applying cologne, and there would be an after-party. His parents had told him to be home for the next sunrise, but he arrived with a full-grown beard instead. How is this possible?

What is the correct answer to the question from the following choices?
(A) He lives in Alaska and sunrise are every six months.
(B) He went crazy with friends in that unnormal party.
(C) His beard grows in an amazing speed.
(D) [MASK]
.",0,SR,0,1
116,SP-46_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man sets out to plant a flower at sunrise and his friend asks him to return by the next moonrise. But when he returns, the flower he planted has already wither and fall. How is this possible?

What is the correct answer to the question from the following choices?
(A) His friends waters the flower very carefully.
(B) His flower grows in an amazing speed.
(C) He lives in Alaska where a single day and night can last for months.
(D) [MASK]
.",2,CR,2,1
117,SP-48,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Why is it so cold on Christmas?

What is the correct answer to the question from the following choices?
(A) Because it's in December.
(B) Because people are waiting for the New Year.
(C) [MASK]
(D) None of above.",0,OG,0,1
118,SP-48_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Why is Christmas Day so chilly?

What is the correct answer to the question from the following choices?
(A) Because it's in December.
(B) Because people are waiting for the New Year.
(C) [MASK]
(D) None of above.",0,SR,0,1
119,SP-48_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Why is Independence Day so hot?

What is the correct answer to the question from the following choices?
(A) Because people are enjoying the firework.
(B) Because people are celebrating.
(C) Because it's in July.
(D) [MASK]
.",2,CR,0,0
120,SP-49,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Wednesday,Tom and Joe went to a restaurant and ate dinner. When they were done they paid and left. Tom and Joe didn't pay. Who did?

What is the correct answer to the question from the following choices?
(A) Wednesday. The name of the third person in the group, not the day.
(B) They found money in their hamburger.
(C) [MASK]
(D) None of above.",0,OG,0,1
121,SP-49_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Wednesday, Tom and Joe had dinner at a restaurant. After finishing, they paid and departed. Joe and Tom don't have to pay. Who paid the bill?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) They found money in their hamburger.
(C) Wednesday. The name of the third person in the group, not the day.
(D) None of above.",2,SR,1,0
122,SP-49_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Friday, Jason and Kobe go to a restaurant for dinner. The waiter gave three sets of knives and forks to their table. Why?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Friday is also the name of one person, there are three people in total.
(C) Kobe likes eating with two knives and two forks.
(D) None of above.",1,CR,1,1
123,SP-50,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A magician had a water glass that was filled to the top. Holding the glass above his head he let it drop to the carpet without spilling a single drop of water. How could he manage to drop the glass from a height of six feet and not spill any water?

What is the correct answer to the question from the following choices?
(A) The glass was filled, but not with water.
(B) The glass is too heavy.
(C) [MASK]
(D) None of above.",0,OG,0,1
124,SP-50_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A full water glass was in the hands of the magician. Without spilling a single drop of water, he held the glass above his head and allowed it to fall to the carpet. How did he accomplish dropping the glass from a height of six feet without any water spilling?

What is the correct answer to the question from the following choices?
(A) Surface tension prevents water from spilling.
(B) [MASK]
(C) The glass was filled, but not with water.
(D) None of above.",2,SR,2,1
125,SP-50_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man was dancing at a ball when he unintentionally swung his arm off a glass on the table; oddly, not a drop of wine leaked. How is that possible?

What is the correct answer to the question from the following choices?
(A) The glass is too heavy.
(B) There is no wine in the glass.
(C) Surface tension prevents wine from spilling.
(D) [MASK]
.",1,CR,0,0
126,SP-51,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Craig died in Florida. Shortly after, Tracy died at sea. Nobody mourned, In fact, everyone was absolute delighted. Why?

What is the correct answer to the question from the following choices?
(A) They were both hurricanes.
(B) It is a culture traditional.
(C) [MASK]
(D) None of above.",0,OG,0,1
127,SP-51_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Craig passed away there. Tracy passed away at sea shortly after. No one was sad; in fact, everyone was ecstatic. Why?

What is the correct answer to the question from the following choices?
(A) They were both hurricanes.
(B) It is a culture traditional.
(C) [MASK]
(D) None of above.",0,SR,0,1
128,SP-51_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Morgan is dying near the sea line. Many people witness her death but no one feel sad. Why?

What is the correct answer to the question from the following choices?
(A) People are getting used to it.
(B) [MASK]
(C) Morgan is the name of hurricane.
(D) None of above.",2,CR,2,1
129,SP-52,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Morgan was making apricot jam. She put all the apricots in the pot and stirred them up. Then she remembered she had to add 1 ounce of lemon juice for every two apricots! How did she figure out how much lemon juice to put?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) She is an execellent chef.
(C) She counted the pits of apricots.
(D) None of above.",2,OG,2,1
130,SP-52_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Apricot Jam was being made by Morgan. She stirred the apricots in the pot after adding them all. It was then that she realized she needed to add 1 ounce of lemon juice for every 2 apricots! How did she calculate the appropriate amount of lemon juice?

What is the correct answer to the question from the following choices?
(A) She is an execellent chef.
(B) [MASK]
(C) She counted the pits of apricots.
(D) None of above.",2,SR,2,1
131,SP-52_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Emma was making a peach cobbler. After peeling and chopping all the peaches, she realized that she had to add a teaspoon of cinnamon for every four peaches. How did she figure out how much cinnamon to add?

What is the correct answer to the question from the following choices?
(A) She is an execellent chef.
(B) [MASK]
(C) She counted the peach pits.
(D) None of above.",2,CR,2,1
132,SP-53,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman who lives in new york legally married three men, she did not get divorce, get an enrollment, or legally seperate. How is this possible?

What is the correct answer to the question from the following choices?
(A) The woman is not a good person.
(B) [MASK]
(C) She is a minister.
(D) None of above.",2,OG,0,0
133,SP-53_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman who lives in New York legally wed three men; she didn't get divorced, enroll, or separate from them in any other way. How is that even possible?

What is the correct answer to the question from the following choices?
(A) The woman is not a good person.
(B) [MASK]
(C) She is a minister.
(D) None of above.",2,SR,0,0
134,SP-53_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman living in Rome legally gave birth to five children, but she has never been pregnant. How is this possible?

What is the correct answer to the question from the following choices?
(A) The woman is a surrogate mother.
(B) The woman is not a good person.
(C) [MASK]
(D) None of above.",0,CR,0,1
135,SP-54,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  George was cleaning the windows on the eighteenth floor of an office block when there was a massive power failure. The electric hoist on his platform was immoblized. So how did he manage to get down before the power was restored?

What is the correct answer to the question from the following choices?
(A) George get to the roof and escape.
(B) [MASK]
(C) George walked down the stairs. He was cleaning the inside of the windows.
(D) None of above.",2,OG,2,1
136,SP-54_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  When there was a severe power outage, George was on the eighth floor of an office building cleaning the windows. He had disabled the electric hoist on his platform. So how did he escape before the power was turned back on?

What is the correct answer to the question from the following choices?
(A) George walked down the stairs. He was cleaning the inside of the windows.
(B) George get to the roof and escape.
(C) [MASK]
(D) None of above.",0,SR,0,1
137,SP-54_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In the midst of a plumbing shutdown, Jack was stuck on the tenth floor of an apartment building fixing a leaky pipe. The elevator was out of order due to the plumbing issue. How did he manage to get out of the building before the plumbing was fixed?

What is the correct answer to the question from the following choices?
(A) Jack get to the roof and escape.
(B) Jack used the stairs. He was fixing the leaky pipe inside the apartment, not trapped in the elevator.

(C) [MASK]
(D) None of above.",1,CR,1,1
138,SP-55,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man buys a rope from a woman for $3.00 and hands the woman a $10 bill. The woman goes into the grocery store next door to get change. She returns and gives the man $7.00. After the man leaves, the clerk from the store comes and says, ""Hey, that was a counterfeit bill you gave me."" The woman gives the clerk a good bill. How much has the woman lost?

What is the correct answer to the question from the following choices?
(A) Seven dollars.
(B) Seven dollars plus the rope.
(C) Thirteen dollars.
(D) [MASK]
.",1,OG,1,1
139,SP-55_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man gives a woman a $10 bill and pays her $3 for a rope. To get change, the woman enters the grocery store right next door. When she comes back, she gives the man $7. Hey, that was a counterfeit bill you gave me, the store clerk says as the customer leaves. The lady hands the cashier a decent bill. How much has she lost in total?

What is the correct answer to the question from the following choices?
(A) Seven dollars plus the rope.
(B) Thirteen dollars.
(C) [MASK]
(D) None of above.",0,SR,0,1
140,SP-55_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman sells a bottle of perfume to a man for $5.00 and receives a $20 bill from him. She doesn't have change, so she goes to the bakery next door to get it. She comes back and gives the man $15.00. After the man leaves, the baker comes over and says, ""That bill you gave me was counterfeit."" The woman gives the baker a real $20 bill. How much has the woman lost?

What is the correct answer to the question from the following choices?
(A) Fifteen dollars.
(B) Fifteen dollars plus the perfume.
(C) Twenty-five dollars.
(D) [MASK]
.",1,CR,1,1
141,SP-56,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two camels were facing in opposite directions. One was facing due East and one was facing due West. They were in the desert so there was no reflection. How can they manage to see each other without walking around or turning around or moving their heads?

What is the correct answer to the question from the following choices?
(A) They were in the middle of desert.
(B) Their eyes have a very wide view.
(C) The two camels were facing each other the entire time.
(D) [MASK]
.",2,OG,2,1
142,SP-56_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There were two camels facing in different directions. One was facing directly East, and the other directly West. There was no reflection because they were in the desert. How do they manage to see one another without turning around, moving their heads, or moving around?

What is the correct answer to the question from the following choices?
(A) The two camels were facing each other the entire time. Hence facing in opposite directions.
(B) Their eyes have a very wide view.
(C) [MASK]
(D) None of above.",0,SR,0,1
143,SP-56_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two lighthouses are situated back to back on the same island, one faces due North and the other due South. They never turn or rotate. How can they both illuminate the same ship at the same time?

What is the correct answer to the question from the following choices?
(A) It is a spaceship.
(B) The ship is exactly in between the two lighthouses.
(C) [MASK]
(D) None of above.",1,CR,1,1
144,SP-57,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A sharpshooter hung up his hat and put on a blindfolded. He then walked 100 yards, turned around, and shot a bullet through his hat. The blindfolded was a perfectly good one, completely blocking the man's vision. How did he manage this?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) He hung his hat on the barrel of his gun.
(C) He uses a computer to compute his actions.
(D) None of above.",1,OG,1,1
145,SP-57_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A shooter put his hat away and donned a blindfold. He then made a 100-yard walk, turned around, and shot a bullet in the hat. The man's vision was completely obscured by the effective blindfold. How did he pull this off?

What is the correct answer to the question from the following choices?
(A) He hung his hat on the barrel of his gun.
(B) He uses a computer to compute his actions.
(C) [MASK]
(D) None of above.",0,SR,0,1
146,SP-57_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A famed pilot walks 100 yards away from his plane, puts on a blindfold, and then flies his plane through a ring hanging in the sky, all without any technological assistance or help from others. His vision was entirely obscured by the blindfold. How did he do this?

What is the correct answer to the question from the following choices?
(A) He receives technological assistance stealthy.
(B) [MASK]
(C) Before putting on the blindfold, the pilot attached the ring to the front of his plane. 
(D) None of above.",2,CR,2,1
147,SP-58,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two cops walked into a room with no windows and found a dead man who obviously hung himself from the ceiling, though they couldn't figure out how. There was no chair beneath him that he might have jumped off of, or a table. Just a paddle of water. How'd he do it?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) He stood on a block of ice until it melted.
(C) The man sat on the floor.
(D) None of above.",1,OG,1,1
148,SP-58_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two police officers entered a room without any windows and discovered a dead man who had apparently hung himself from the ceiling, though they were unable to determine how. There was no table or chair beneath him from which he could have jumped. merely a water paddle. What was his method?

What is the correct answer to the question from the following choices?
(A) He stood on a block of ice until it melted.
(B) [MASK]
(C) The man sat on the floor.
(D) None of above.",0,SR,0,1
149,SP-58_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman is found dead in a field of snow. The only tracks are her own leading up to her. There are no signs of struggle, no other footprints, and no other evidence. Only an abandoned pack of balloons is found nearby. How did she die?

What is the correct answer to the question from the following choices?
(A) She was in a hot air balloon which was losing altitude and crashed.
(B) She was dead of a heart attack.
(C) The womam killed herself with the toxic in ballon.
(D) [MASK]
.",0,CR,0,1
150,SP-61,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A truck driver went three blocks the wrong way down a one-way street without breaking the law. How come?

What is the correct answer to the question from the following choices?
(A) He tried to get away from the police.
(B) There is no people on that street.
(C) The truck driver was walking.
(D) [MASK]
.",2,OG,2,1
151,SP-61_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Without breaking the law, a truck driver went three blocks down a one-way street. Why is that?

What is the correct answer to the question from the following choices?
(A) He tried to get away from the police.
(B) There is no people on that street.
(C) The truck driver was walking.
(D) [MASK]
.",2,SR,2,1
152,SP-61_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Without breaking any rules, a man managed to enter a ladies-only club. How is this possible?

What is the correct answer to the question from the following choices?
(A) The man was a security guard at the club.
(B) He succeeded in getting away from the security.
(C) [MASK]
(D) None of above.",0,CR,0,1
153,SP-62,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Nolan is outside a shop. She can not read the signs but she knows she needs to go in to make a purchase. What store is she at?

What is the correct answer to the question from the following choices?
(A) Eye glasses store.
(B) Fruit store.
(C) [MASK]
(D) None of above.",0,OG,3,0
154,SP-62_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Nolan is in front of a store. She is unable to read the signs, but she is aware that she must enter in order to make a purchase. Where in the store is she?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Fruit store.
(C) Eye glasses store.
(D) None of above.",2,SR,3,0
155,SP-62_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Emily stands outside a building. She doesn't know what time it is, but she knows she has to go in to find out. Where is Emily?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Bakery.
(C) Clock store.
(D) None of above.",2,CR,3,0
156,SP-63,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Which would see most clearly in total darkness? A bat, a tiger, or an owl?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Tiger.
(C) Bat.
(D) None of above.",3,OG,3,1
157,SP-63_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Which could see the best in complete darkness? a tiger, a bat, or an owl?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Tiger.
(C) Owl.
(D) None of above.",3,SR,3,1
158,SP-63_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Who would hear the quietest sound in a completely soundproof room? A dog, a dolphin, or a bat?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Dolphin.
(C) Dog.
(D) None of above.",3,CR,3,1
159,SP-64,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There was a man who everybody called Batman he knew nothing about bats and thought they were gross. He still loved it when people called him Batman! How could this be?

What is the correct answer to the question from the following choices?
(A) He is afraid others will laugh at him.
(B) He was the star baseball player.
(C) [MASK]
(D) None of above.",1,OG,1,1
160,SP-64_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Everyone called him ""Batman,"" but he knew nothing about bats and thought they were disgusting. He still cherished being referred to as Batman! How is this possible?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) He is afraid others will laugh at him.
(C) He was the star baseball player.
(D) None of above.",2,SR,2,1
161,SP-64_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There is a man who everyone calls ""Lightning,"" yet he's afraid of storms and has no interest in meteorology. Despite this, he is delighted when people refer to him as ""Lightning."" How could this be?

What is the correct answer to the question from the following choices?
(A) He's a professional sprinter.
(B) He is afraid others will laugh at him.
(C) [MASK]
(D) None of above.",0,CR,0,1
162,SP-65,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman went to visit her bank manager and she took her young daughter with her. The bank manager said that the woman's daughter could stay with his secretary during the meeting. When the woman and her daughter left, the secretary turned to the other secretary and said to her, ""That little girl was my daughter."" How could that be?

What is the correct answer to the question from the following choices?
(A) The girl has two mothers.
(B) The gril's mother gets a promotion.
(C) The secretary was the girl's father.
(D) [MASK]
.",2,OG,2,1
163,SP-65_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman took her young daughter with her when she went to see her bank manager. The bank manager permitted the woman's daughter to spend the meeting with his secretary. The secretary turned to the other secretary after the woman and her daughter left and told her, ""That little girl was my daughter."" How is that possible?

What is the correct answer to the question from the following choices?
(A) The girl has two mothers.
(B) The gril's mother gets a promotion.
(C) The secretary was the girl's father.
(D) [MASK]
.",2,SR,2,1
164,SP-65_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man took his son to a baseball game. The coach of the team saw the man and said, ""That boy is my son."" Yet, the man at the baseball game was the boy's father. How is that possible?

What is the correct answer to the question from the following choices?
(A) The coach of the team is the boy's mother.
(B) The boy's father gets a promotion.
(C) [MASK]
(D) None of above.",0,CR,0,1
165,SP-66,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Maria and Juliana went out for drinks together. They ordered the same drink. Juliana was really thirsty and finished five in the time it took Maria to finish one. The drinks were poisoned, but only Maria died. How?

What is the correct answer to the question from the following choices?
(A) The poison need time to dissolve.
(B) The poison is unfunctional when you drink them together.
(C) The poison was in the ice.
(D) [MASK]
.",2,OG,2,1
166,SP-66_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Juliana and Maria went out for drinks collectively. They placed a joint drink order. In the time it took Maria to finish one, Juliana, who was extremely thirsty, finished five. Only Maria perished despite the drinks being poisoned. How?

What is the correct answer to the question from the following choices?
(A) The poison was in the ice.
(B) The poison is unfunctional when you drink them together.
(C) [MASK]
(D) None of above.",0,SR,0,1
167,SP-66_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Juliana and Maria went out for drinks collectively. They placed a joint drink order. In the time it took Maria to finish one, Juliana, who was extremely thirsty, finished five. Then Juliana went out for a phone call and came back several minutes later. However, there were new liquid in the five finished drinks. Maria didn't leap her drink to Juliana's and no one is around. How is that possible?

What is the correct answer to the question from the following choices?
(A) The glass had a chemical component to produce water.
(B) The water vapor in the air become water in the drinks.
(C) The ice in the drinks melted and become water.
(D) [MASK]
.",2,CR,1,0
168,SP-67,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  I left my campsite and hired south for 3 miles. Then I turned east and hired for 3 miles. I then turned north and hired for 3 miles, at which time I came upon a bear inside my tent eating my food! What color was the bear??

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) White.

(C) Brown.
(D) None of above.",1,OG,3,0
169,SP-67_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  I departed my campsite and traveled 3 miles to the south. I then made an eastward turn and traveled 3 miles. After 3 miles of heading north, I turned around and saw a bear eating inside my tent! The bear was what color?

What is the correct answer to the question from the following choices?
(A) White.

(B) [MASK]
(C) Brown.
(D) None of above.",0,SR,0,1
170,SP-67_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A new explorer got lost while travelling. She decided to walk 3 miles to the south and made an eastward turn, and ran 3 miles. Suddenly she realized it was the wrong way then she decided to walk 3 miles to the north. Amazingly, she went back to the point of departure. Where is she?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) South Pole.
(C) North Pole.
(D) None of above.",2,CR,3,0
171,SP-68,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can a man who shaves several times a day still sport a long beard??

What is the correct answer to the question from the following choices?
(A) He's a barber.
(B) The man's beard grows in a crazy speed.
(C) He wants his girlfriend to buy him a razor.
(D) [MASK]
.",0,OG,1,0
172,SP-68_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How is it possible for a man to have a long beard while sharing multiple times per day?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) The man's beard grows in a crazy speed.
(C) He wants his girlfriend to buy him a razor.
(D) None of above.",0,SR,1,0
173,SP-68_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How can a man goes to football team every day but doesn't play football at all?

What is the correct answer to the question from the following choices?
(A) He is a coach.
(B) [MASK]
(C) The football team will play tennis sometime.
(D) None of above.",0,CR,0,1
174,SP-69,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A rancher had 500 cows and took one shot that got them all. How did he do it?

What is the correct answer to the question from the following choices?
(A) A big pistol.
(B) A shotgun.
(C) [MASK]
(D) None of above.",2,OG,3,0
175,SP-69_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A rancher shot once and killed all 500 of his cows. What was his secret?

What is the correct answer to the question from the following choices?
(A) A shotgun.
(B) [MASK]
(C) A big pistol.
(D) None of above.",1,SR,3,0
176,SP-69_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  There are many people in the park when a woman shoots in public toward them, but no one is killed. How is that even doable?

What is the correct answer to the question from the following choices?
(A) She is afraid of the police.
(B) [MASK]
(C) She is a photographer.
(D) None of above.",2,CR,2,1
177,SP-70,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man dies of old age on his 25 birthday. How is this possible??

What is the correct answer to the question from the following choices?
(A) He was born on February 29th

(B) The man is not healthy.
(C) [MASK]
(D) None of above.",0,OG,0,1
178,SP-70_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man turns 25 and passes away from old age. How is that even possible?

What is the correct answer to the question from the following choices?
(A) The man is not healthy.
(B) He was born on February 29th

(C) [MASK]
(D) None of above.",1,SR,1,1
179,SP-70_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  John family puts a lot of emphasis on birthdays to build rapport with each other, however, this year, no one even mention John's birthday at all. Why?

What is the correct answer to the question from the following choices?
(A) He was born on February 29th

(B) The man is not healthy.
(C) [MASK]
(D) None of above.",0,CR,0,1
180,SP-71,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Mrs. Adams tells her neighbor that her son turns 16 today and that next birthday he'll be 20. How can that be?

What is the correct answer to the question from the following choices?
(A) He was born on February 29.

(B) The man is not healthy.
(C) [MASK]
(D) None of above.",0,OG,0,1
181,SP-71_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Mrs. Adams informs her next-door neighbor that her son is turning 16 today and will turn 20 on his next birthday. How is that possible?

What is the correct answer to the question from the following choices?
(A) He was born on February 29.

(B) [MASK]
(C) The man is not healthy.
(D) None of above.",0,SR,0,1
182,SP-71_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  He had a happy childhood and family, but he hasn't received a birthday present for three years recently. Why?

What is the correct answer to the question from the following choices?
(A) He was born on February 29.

(B) The man is not healthy.
(C) [MASK]
(D) None of above.",0,CR,0,1
183,SP-74,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man stands on one side of a river, his dog on the other. The man calls his dog, who immediately crosses the river without getting wet and without using a bridge or a boat. How did the dog do it?

What is the correct answer to the question from the following choices?
(A) The river was frozen.
(B) The dog jumped half-mile far and get to the man.
(C) [MASK]
(D) None of above.",0,OG,1,0
184,SP-74_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man and his dog are both standing on opposite sides of a river. The guy summons his dog, who quickly crosses the river without getting wet. There were no bridges or boats. What was the dog's secret?

What is the correct answer to the question from the following choices?
(A) The dog jumped half-mile far and get to the man.
(B) The dog can dry off in a sudden.
(C) [MASK]
(D) None of above.",2,SR,0,0
185,SP-74_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  To go where he was going, the man had to cross the rivers. He was unable to utilize his inflatable raft because of a notice prohibiting boats and swimming on the bank. He finally succeeded in crossing the river. The only bridge on the river was broken. How didn't the man manage to do that?

What is the correct answer to the question from the following choices?
(A) The river was frozen.
(B) [MASK]
(C) He detoured for a long distance to avoid acrossing the river.
(D) None of above.",0,CR,2,0
186,SP-75,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A woman is sitting in her hotel room and hears a knock at the door. She opens the door to see a man whom she's never met before. He says, ""I'm sorry, I have made a mistake, I thought this was my room."" He then goes down the corridor and into the elevator. The woman goes back into her room and calls security. What made the woman so suspicious of the man??

What is the correct answer to the question from the following choices?
(A) The woman thought the man is rude.
(B) The woman knows this man on the newspaper.
(C) If he really thought it was his hotel room, he would have tried to open the door not knock on it first.

(D) [MASK]
.",2,OG,2,1
187,SP-75_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A knock on the door is heard by the woman while she is seated in her hotel room. When she opens the door, she is greeted by a stranger. I'm sorry, I made a mistake; I thought this was my room, he apologizes. He then exits the elevator and walks down the hall. The woman returns to her room and makes a security call. What gave the woman cause to be so wary of the man?

What is the correct answer to the question from the following choices?
(A) The woman knows this man on the newspaper.
(B) If he really thought it was his hotel room, he would have tried to open the door not knock on it first.

(C) The woman thought the man is rude.
(D) [MASK]
.",1,SR,0,0
188,SP-75_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A sudden rustling noise startles the hiker as he explores a remote forest. He turns around to see a man emerging from the bushes. ""Oops, wrong trail,"" the man says with a sheepish smile. He then retraces his steps and disappears into the wilderness. The hiker, feeling uneasy, decides to take precautionary measures. What made the hiker suspicious of the man?

What is the correct answer to the question from the following choices?
(A) The hiker knows this man on the newspaper.
(B) The hiker thought the man is rude.
(C) If he had genuinely taken the wrong trail, he would have been more likely to ask for directions or consult a map.
(D) [MASK]
.",2,CR,0,0
189,SP-76,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In a one-story house at the corner of the road, the bedrooms were yellow, the kitchen was orange, the living room was red, the garage was blue, the entry hall was green and the sitting room was purple. What color were the stairs??

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Yellow.
(C) Red.
(D) None of above.",3,OG,3,1
190,SP-76_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A one-story home at the intersection of the street had bedrooms painted yellow, a kitchen painted orange, a living room painted red, a garage painted blue, an entryway painted green, and a sitting room painted purple. Which color did the stairs have?

What is the correct answer to the question from the following choices?
(A) Orange.
(B) Yellow.
(C) [MASK]
(D) None of above.",3,SR,3,1
191,SP-76_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  In a lively art gallery, a diverse collection of paintings adorns the walls. The abstract artworks are hung on white frames, the landscape paintings are framed in rustic wood, the portraits are showcased in elegant gold frames, the modern art pieces are displayed in sleek black frames, and the still-life paintings are presented in ornate silver frames. How are the white sculptures exhibited?

What is the correct answer to the question from the following choices?
(A) White frames.
(B) Black frames.
(C) [MASK]
(D) None of above.",3,CR,3,1
